AID: 5459, Title: .hack//G.U. Trilogy
AID: 8689, Title: Blue Exorcist: The Movie
AID: 416, Title: Blue Gender
AID: 771, Title: Blue Gender: The Warrior
AID: 1840, Title: Blue Legend Shoot!
AID: 2097, Title: Blue Legend Shoot! (1994)
AID: 15993, Title: Blue Period
AID: 16053, Title: Blue Reflection Ray
AID: 11408, Title: Blue Room
AID: 644, Title: Blue Seed
AID: 385, Title: Blue Seed Beyond
AID: 2887, Title: Blue Sonnet
AID: 10385, Title: Blue Spring Ride
AID: 361, Title: Blue Submarine No.6
AID: 13911, Title: Boarding School Juliet
AID: 2740, Title: Bob in a Bottle
AID: 3546, Title: Bobby`s Girl
AID: 1180, Title: Bobobo-bo Bo-bobo
AID: 16063, Title: Bocchi the Rock!
AID: 7443, Title: Bodacious Space Pirates
AID: 9293, Title: Bodacious Space Pirates: Abyss of Hyperspace
AID: 1852, Title: Body Transfer
AID: 14523, Title: Bofuri: I Don`t Want to Get Hurt, So I`ll Max Out My Defense.
AID: 15464, Title: Bofuri: I Don`t Want to Get Hurt, So I`ll Max Out My Defense. 2
AID: 3447, Title: Boin
AID: 11044, Title: Boku no Yayoi-san
AID: 4861, Title: Bokurano
AID: 11559, Title: Bologee Story
AID: 2060, Title: Bomber Bikers of Shonan
AID: 1711, Title: Bondage 101
AID: 1014, Title: Bondage Game
AID: 1363, Title: Bondage House
AID: 1272, Title: Bondage Mansion
AID: 933, Title: Bondage Queen Kate
AID: 10780, Title: Bonjour Sweet Love Patisserie
AID: 11843, Title: Bono Bono
AID: 15390, Title: Bonus Olympia Kyklos
AID: 3043, Title: Boobalicious
AID: 6114, Title: Booby Life
AID: 179, Title: Boogiepop Phantom
AID: 13899, Title: Boogiepop and Others
AID: 11957, Title: Boonie Bears
AID: 13775, Title: Boonie Bears: Homeward Journey
AID: 13777, Title: Boonie Bears: Mystical Winter
AID: 13776, Title: Boonie Bears: Robo-Rumble
AID: 11958, Title: Boonie Bears: To the Rescue!
AID: 12661, Title: Boruto: Naruto Next Generations
AID: 17896, Title: Boruto: Naruto Next Generations (Part 2)
AID: 10961, Title: Boruto: Naruto the Movie
AID: 2107, Title: Bosco Adventure
AID: 15721, Title: Both When You Feel like Fapping and When You are Fucking
AID: 1092, Title: Bottle Fairy
AID: 9199, Title: Bottom Biting Bug
AID: 15144, Title: Bottom-Tier Character Tomozaki
AID: 17134, Title: Bottom-Tier Character Tomozaki 2nd Stage
AID: 1501, Title: Bounty Hunter: the Hard
AID: 2874, Title: Boy`s Detective Team
AID: 100, Title: Boys Be...
AID: 4285, Title: Brain Adventure Record Webdiver
AID: 8571, Title: Brave 10
AID: 11573, Title: Brave Beats
AID: 11545, Title: Brave Soldier
AID: 2879, Title: Brave Story
AID: 11964, Title: Brave Witches
AID: 6988, Title: Breaking of Branches Is Forbidden
AID: 6396, Title: Bremen 4
AID: 6998, Title: Briar-Rose or The Sleeping Beauty
AID: 1131, Title: Bride of Darkness
AID: 3496, Title: Bride of Deimos
AID: 830, Title: Brigadoon
AID: 16379, Title: Bright: Samurai Soul
AID: 4531, Title: Brighter Than the Dawning Blue
AID: 7103, Title: Broken Blade
AID: 3478, Title: Broken Down Film
AID: 792, Title: Bronze: Zetsuai ~ Since 1989
AID: 12053, Title: Brotherhood: Final Fantasy XV
AID: 9436, Title: Brothers Conflict
AID: 10809, Title: Brothers Conflict OVA
AID: 10069, Title: Brynhildr in the Darkness
AID: 9249, Title: Btooom!
AID: 17025, Title: Bubble
AID: 535, Title: Bubblegum Crash!
AID: 68, Title: Bubblegum Crisis
AID: 345, Title: Bubblegum Crisis: Tokyo 2040
AID: 12043, Title: Bubuki/Buranki: The Gentle Giants of the Galaxy
AID: 18040, Title: Bucchigiri?!
AID: 2993, Title: Bucky - The Incredible Kid
AID: 10291, Title: Buddy Complex
AID: 10669, Title: Buddy Complex: Into the Skies of Tomorrow
AID: 17674, Title: Buddy Daddies
AID: 16265, Title: Build Divide -#000000- Code Black
AID: 16266, Title: Build Divide -#FFFFFF- Code White
AID: 17725, Title: Bullbuster
AID: 2705, Title: Bumpety Boo
AID: 11523, Title: Bungo Stray Dogs
AID: 11965, Title: Bungo Stray Dogs 2
AID: 12442, Title: Bungo Stray Dogs 2: Walking Alone
AID: 14230, Title: Bungo Stray Dogs 3
AID: 16965, Title: Bungo Stray Dogs 4
AID: 17962, Title: Bungo Stray Dogs 5
AID: 12837, Title: Bungo Stray Dogs: Dead Apple
AID: 15328, Title: Bungo and Alchemist: Gears of Judgement
AID: 15602, Title: Bungou Stray Dogs Wan!
AID: 8211, Title: Bunny Drop
AID: 493, Title: Burn Up Excess
AID: 1735, Title: Burn Up!
AID: 15448, Title: Burn the Witch
AID: 4261, Title: Burn! Top Striker
AID: 456, Title: Burn-Up W - On the Case & In your Face
AID: 15628, Title: Burning Kabaddi
AID: 1536, Title: Burst Angel
AID: 3386, Title: Burst Angel: Infinity
AID: 2292, Title: Bush Baby, Little Angel of the Great Plains
AID: 4516, Title: Buso Renkin
AID: 9237, Title: Busou Shinki: Armored War Goddess
AID: 17164, Title: Busted! Darklord
AID: 17031, Title: Butareba: The Story of a Man Turned into a Pig
AID: 13437, Title: Butlers x Battlers
AID: 5214, Title: Butt Attack Punisher Girl Gautaman R: The Final Battle Between Love & Tragedy!
AID: 1422, Title: Butt Attack Punisher Girl Gotaman
AID: 16924, Title: Butt Detective The Movie: Shiriarty
AID: 15400, Title: By the Grace of the Gods
AID: 16364, Title: By the Grace of the Gods 2
AID: 17723, Title: Bye Bye, Earth
AID: 8376, Title: C3
AID: 8785, Title: CJ7: The Cartoon
AID: 2323, Title: CRUSH GEAR TURBO THE MOVIE Kaiservern`s Ultimate Challenge
AID: 14479, Title: Cagaster of an Insect Cage
AID: 1994, Title: Cage
AID: 9285, Title: Calamity of a Zombie Girl
AID: 17020, Title: Calico Critters: Mini Episodes - Peony
AID: 13592, Title: Caligula
AID: 16971, Title: Call of the Night
AID: 3158, Title: Call of the Wild: Howl, Buck
AID: 4082, Title: Cambrian
AID: 6800, Title: Camp Pikachu
AID: 17689, Title: Campfire Cooking in Another World with My Absurd Skills
AID: 8861, Title: Campione!
AID: 1301, Title: Campus
AID: 5010, Title: Can`t Stop Dreaming
AID: 6275, Title: Canaan
AID: 4924, Title: Cantaloupe Collector
AID: 3215, Title: Canvas 2 ~Rainbow Colored Sketch~
AID: 10067, Title: Captain Earth
AID: 725, Title: Captain Harlock
AID: 4071, Title: Captain Kuppa Desert Pirate
AID: 2337, Title: Captain Tsubasa - Soccer Boys Europe Finals
AID: 17930, Title: Captain Tsubasa: Jr. Youth Arc
AID: 508, Title: Captain Tsubasa: Road to Dream
AID: 11274, Title: Captain of Cosmos
AID: 102, Title: Cardcaptor Sakura
AID: 12140, Title: Cardcaptor Sakura: Clear Card
AID: 13060, Title: Cardcaptor Sakura: Clear Card Prologue - Sakura and the Two Bears
AID: 513, Title: Cardcaptor Sakura: The Movie
AID: 514, Title: Cardcaptor Sakura: The Sealed Card
AID: 7989, Title: Cardfight Vanguard
AID: 13635, Title: Cardfight!! Vanguard (2018)
AID: 8974, Title: Cardfight!! Vanguard Asia Circuit
AID: 11485, Title: Cardfight!! Vanguard G GIRS Crisis
AID: 15646, Title: Cardfight!! Vanguard Overdress
AID: 17459, Title: Cardfight!! Vanguard will+Dress Season 3
AID: 16681, Title: Cardfight!! Vanguard: Will+Dress
AID: 16682, Title: Cardfight!! Vanguard: Will+Dress Season 2
AID: 14681, Title: Cardfight!! Vanguard: Zoku Koukousei Hen
AID: 407, Title: Carried by the Wind: Tsukikage Ran
AID: 266, Title: Case Closed
AID: 2647, Title: Case Closed Movie: Captured in Her Eyes
AID: 1065, Title: Case Closed Movie: Countdown to Heaven
AID: 2645, Title: Case Closed Movie: The Fourteenth Target
AID: 2646, Title: Case Closed Movie: The Last Wizard of the Century
AID: 867, Title: Case Closed Movie: The Phantom of Baker Street
AID: 304, Title: Case Closed Movie: The Time-Bombed Skyscraper
AID: 10953, Title: Case Closed: Sunflowers of Inferno
AID: 12564, Title: Case Closed: The Crimson Love Letter
AID: 11753, Title: Case Closed: The Darkest Nightmare
AID: 14520, Title: Case Closed: The Fist of Blue Sapphire
AID: 13605, Title: Case Closed: Zero the Enforcer
AID: 14257, Title: Case File No. 221: Kabukicho
AID: 1561, Title: Casshan
AID: 1445, Title: Casshan: Robot Hunter
AID: 6032, Title: Casshern Sins
AID: 10931, Title: Castle Town Dandelion
AID: 17324, Title: Cat Bites Mouse
AID: 7400, Title: Cat Planet Cuties
AID: 8505, Title: Cat Planet Cuties OVA
AID: 11162, Title: Cat Play Punishment
AID: 1027, Title: Cat Soup
AID: 1025, Title: Cat`s Eye
AID: 14582, Title: Cat`s Eye (1984)
AID: 14466, Title: Cats
AID: 14477, Title: Cautious Hero: The Hero Is Overpowered but Overly Cautious
AID: 10525, Title: Celestial Method
AID: 13743, Title: Cells at Work!
AID: 15502, Title: Cells at Work! Code Black
AID: 14791, Title: Cells at Work!!
AID: 11893, Title: Cerberus
AID: 131, Title: Ceres: Celestial Legend
AID: 15833, Title: Cestvs: The Roman Fighter
AID: 9973, Title: Chaika: The Coffin Princess
AID: 10639, Title: Chaika: The Coffin Princess - Avenging Battle
AID: 10648, Title: Chaika: The Coffin Princess - The Targeted Coffin / Ruins Resurrected
AID: 10971, Title: Chain Chronicle ~ The Light of Haecceitas ~
AID: 12291, Title: Chain Chronicle: The Light of Haecceitas
AID: 1944, Title: Chains of Lust
AID: 8753, Title: Chainsaw Maid
AID: 15914, Title: Chainsaw Man
AID: 1631, Title: Champion Joe
AID: 1458, Title: Champion Joe 2
AID: 563, Title: Chance Pop Session
AID: 11080, Title: Chaos Dragon
AID: 11166, Title: Chaos;Child
AID: 6088, Title: Chaos;HEAd
AID: 3111, Title: Chargeman Ken!
AID: 10997, Title: Charlotte
AID: 12308, Title: Cheating Craft
AID: 75, Title: Cheeky Angel
AID: 12019, Title: Cheer Boys!!
AID: 6452, Title: Chi`s New Address
AID: 12103, Title: Chi`s Sweet Adventure
AID: 13488, Title: Chi`s Sweet Adventure: Season 2
AID: 5801, Title: Chi`s Sweet Home
AID: 17889, Title: Chibi Godzilla Raids Again
AID: 14445, Title: Chidori RSC
AID: 2971, Title: Chie the Brat
AID: 2974, Title: Chie the Brat (1981)
AID: 2194, Title: Chief Joker
AID: 8538, Title: Chihayafuru
AID: 9261, Title: Chihayafuru 2
AID: 13841, Title: Chihayafuru 3
AID: 16943, Title: Chiikawa
AID: 15540, Title: Child of Kamiari Month
AID: 2905, Title: Child`s toy OVA
AID: 8073, Title: Children Who Chase Lost Voices
AID: 14221, Title: Children of the Sea
AID: 12712, Title: Children of the Whales
AID: 17517, Title: Chillin` in My 30s After Getting Fired from the Demon King`s Army
AID: 1400, Title: Chimera Angel of Death
AID: 17172, Title: Chimimo
AID: 13250, Title: Chio`s School Road
AID: 15088, Title: Chiro and Friends
AID: 3520, Title: Chirorin Village Story
AID: 12418, Title: Chiruran One-Half
AID: 11126, Title: Chivalry of a Failed Knight
AID: 12, Title: Chobits
AID: 1617, Title: Christopher Columbus
AID: 5911, Title: Chrome Shelled Regios
AID: 9857, Title: Chronicles of the Going Home Club
AID: 1052, Title: Chrono Crusade
AID: 12660, Title: Chronos Ruler
AID: 3104, Title: Chu2
AID: 3677, Title: Cinderella
AID: 781, Title: Cinderella Boy
AID: 14242, Title: Cinderella Nine
AID: 12545, Title: Citrus
AID: 942, Title: City Hunter
AID: 1563, Title: City Hunter 2
AID: 1564, Title: City Hunter 3
AID: 1565, Title: City Hunter `91
AID: 1566, Title: City Hunter: .357 Magnum
AID: 1568, Title: City Hunter: Million Dollar Conspiracy
AID: 13943, Title: City Hunter: The Movie - Shinjuku Private Eyes
AID: 1600, Title: City of Sin
AID: 841, Title: Clamp School Detectives
AID: 5101, Title: Clannad
AID: 5841, Title: Clannad: After Story
AID: 4402, Title: Clannad: The Motion Picture
AID: 1876, Title: Class Reunion
AID: 2421, Title: Class Reunion Again
AID: 11344, Title: Classicaloid
AID: 13069, Title: Classicaloid 2
AID: 11147, Title: Classroom Crisis
AID: 16792, Title: Classroom for Heroes
AID: 2516, Title: Classroom of Atonement
AID: 13153, Title: Classroom of the Elite
AID: 17208, Title: Classroom of the Elite II
AID: 4892, Title: Claymore
AID: 12762, Title: Clean Freak! Aoyama-kun
AID: 4194, Title: Cleavage
AID: 1465, Title: Cleopatra D.C.
AID: 4579, Title: Cleopatra: Queen of Sex
AID: 3466, Title: Clever Sarutobi
AID: 1801, Title: Clockwork Fighters Hiwou`s War
AID: 11857, Title: Clockwork Planet
AID: 2392, Title: Cluster Edge
AID: 1408, Title: Co-eD Affairs
AID: 6494, Title: Cobra the Animation
AID: 5894, Title: Cobra the Animation: The Psychogun
AID: 6392, Title: Cobra the Animation: Time Drive
AID: 7508, Title: Code Geass: Akito the Exiled
AID: 12566, Title: Code Geass: Lelouch of the Re;surrection
AID: 4521, Title: Code Geass: Lelouch of the Rebellion
AID: 12567, Title: Code Geass: Lelouch of the Rebellion - Movie Trilogy
AID: 5373, Title: Code Geass: Lelouch of the Rebellion R2
AID: 8673, Title: Code: Breaker
AID: 11516, Title: Code:Realize - Guardian of Rebirth
AID: 9140, Title: Coffee Samurai
AID: 7884, Title: Coicent
AID: 11178, Title: Color Old Master Q
AID: 221, Title: Colorful
AID: 7409, Title: Colorful (2010)
AID: 15440, Title: Combatants Will Be Dispatched!
AID: 2692, Title: Come Back, Doraemon
AID: 1054, Title: Comedy
AID: 11453, Title: Comet Lucifer
AID: 3570, Title: Comet in Moominland
AID: 13238, Title: Comic Girls
AID: 116, Title: Comic Party
AID: 3068, Title: Comic Party Revolution TV
AID: 10877, Title: Comical Psychosomatic Medicine
AID: 14068, Title: Conception
AID: 11343, Title: Concrete Revolutio: Superhuman Phantasmagoria
AID: 11836, Title: Concrete Revolutio: Superhuman Phantasmagoria - The Last Song
AID: 4252, Title: Consenting Adultery
AID: 13117, Title: Convenience Store Boy Friends
AID: 434, Title: Cooking Master Boy
AID: 15005, Title: Cooking with Valkyries
AID: 15614, Title: Cooking with Valkyries II
AID: 188, Title: Cool Devices
AID: 14574, Title: Cop Craft
AID: 7933, Title: Coppelion
AID: 15800, Title: Core Sense
AID: 9351, Title: Corpse Party: Tortured Souls
AID: 6036, Title: Corpse Princess: Aka
AID: 6227, Title: Corpse Princess: Kuro
AID: 816, Title: Cosmo Warrior Zero
AID: 1843, Title: Cosplay Cafe
AID: 278, Title: Cosplay Complex
AID: 10388, Title: Cosplay Heaven
AID: 6231, Title: Cosplay Sex Machine
AID: 1062, Title: Countdown Conjoined
AID: 1442, Title: Countdown to Delight
AID: 1346, Title: Countdown: Akira Complex
AID: 23, Title: Cowboy Bebop
AID: 219, Title: Cowboy Bebop: Knockin` on Heaven`s Door
AID: 4327, Title: Coyote Ragtime Show
AID: 11983, Title: Crane Game Girls
AID: 12254, Title: Crane Game Girls Galaxy
AID: 10252, Title: Crayon Shin-chan: Serious Battle! Robot Dad Strikes Back
AID: 5858, Title: Crayon Shin-chan: The Storm Called: The Hero of Kinpoko
AID: 872, Title: Crayon Shinchan The Movie: Glorious Grilled Yakiniku Road
AID: 11519, Title: Crazy World
AID: 4602, Title: Creamy Mami: Long Goodbye
AID: 1, Title: Crest of the Stars
AID: 1623, Title: Crest of the Stars Movie
AID: 6, Title: Crest of the Stars: Birth
AID: 2450, Title: Crimson Climax
AID: 1466, Title: Crimson Wolf
AID: 8180, Title: Croisee in a Foreign Labyrinth: The Animation
AID: 1099, Title: Cromartie High School
AID: 10766, Title: Cross Ange: Rondo of Angel and Dragon
AID: 6424, Title: Cross Game
AID: 13753, Title: Crossing Time
AID: 10458, Title: Crossroad
AID: 1018, Title: Crying Freeman
AID: 14524, Title: Crystal Sky of Yesterday
AID: 1467, Title: Crystal Triangle
AID: 15827, Title: Cue!
AID: 825, Title: Custom Slave
AID: 15748, Title: Cute Executive Officer
AID: 13706, Title: Cute High Earth Defense Club Happy Kiss!
AID: 10853, Title: Cute High Earth Defense Club Love!
AID: 11488, Title: Cute High Earth Defense Club Love! Love!
AID: 12993, Title: Cute High Earth Defense Club Love! Love! Love!
AID: 9371, Title: Cuticle Detective Inaba
AID: 1579, Title: Cutie Honey
AID: 13676, Title: Cutie Honey Universe
AID: 1615, Title: Cybernetics Guardian
AID: 15610, Title: Cyberpunk: Edgerunners
AID: 1524, Title: Cybersix
AID: 509, Title: Cyberteam in Akihabara
AID: 2731, Title: Cyberteam in Akihabara - 2011 Summer Vacations
AID: 11169, Title: Cyborg 009 vs. Devilman
AID: 12277, Title: Cyborg 009: Call of Justice
AID: 1214, Title: Cyborg 009: The Cyborg Soldier
AID: 10011, Title: D-Frag!
AID: 4549, Title: D.Gray-man
AID: 11848, Title: D.Gray-man Hallow
AID: 2433, Title: D.I.C.E.
AID: 2477, Title: D1scode
AID: 17312, Title: D4DJ All Mix
AID: 14815, Title: D4DJ First Mix
AID: 9674, Title: DD Fist of the North Star (2013)
AID: 11289, Title: DD Fist of the North Star 2: Strawberry Flavor Plus
AID: 12986, Title: DEVILMAN crybaby
AID: 927, Title: DNA Hunter
AID: 81, Title: DNA2
AID: 1611, Title: DNA2 OVA
AID: 621, Title: DNAngel
AID: 10554, Title: DRAMAtical Murder
AID: 16129, Title: D_Cide Traumerei the Animation
AID: 6986, Title: Daddy Long Legs
AID: 11601, Title: Dagashi Kashi
AID: 13355, Title: Dagashi Kashi 2
AID: 2460, Title: Dagon In The Lands Of Weeds
AID: 10365, Title: Dai Shogun: Great Revolution
AID: 428, Title: Dai-Guard
AID: 6631, Title: Dai-chan
AID: 1847, Title: Daiakuji -The Xena Buster-
AID: 3151, Title: Daikengo, The Guardian of Space
AID: 8729, Title: Daily Lives of High School Boys
AID: 10366, Title: Daimidaler: Prince vs. Penguin Empire
AID: 13979, Title: Dakaichi: I`m Being Harassed by the Sexiest Man of the Year
AID: 1468, Title: Dallos
AID: 13300, Title: Dame Pri Anime Caravan
AID: 1653, Title: Dan Doh!!
AID: 16196, Title: Dance Dance Danseur
AID: 6773, Title: Dance in the Vampire Bund
AID: 11067, Title: Dance with Devils
AID: 13373, Title: Dancer of Vermicular
AID: 12337, Title: Dances with the Dragons
AID: 11081, Title: Danchigai
AID: 1742, Title: Dancougar - Requiem for Victims
AID: 1740, Title: Dancougar: Blazing Epilogue
AID: 919, Title: Dangaioh: Hyper-Combat Unit
AID: 1503, Title: Dangaizer 3
AID: 12035, Title: Danganronpa 3: The End of Hope`s Peak High School - Despair Arc
AID: 11804, Title: Danganronpa 3: The End of Hope`s Peak High School - Future Arc
AID: 12424, Title: Danganronpa 3: The End of Hope`s Peak High School - Hope Arc - The School of Hope and the Students of Despair
AID: 9555, Title: Danganronpa: The Animation
AID: 10307, Title: Dangerous! Revenge - Website of Darkness
AID: 1917, Title: Danguard Ace
AID: 1322, Title: Daphne in the Brilliant Blue
AID: 1587, Title: Darcrows
AID: 883, Title: Dark
AID: 2789, Title: Dark Cat
AID: 4353, Title: Dark Chapel
AID: 4253, Title: Dark Future
AID: 17536, Title: Dark Gathering
AID: 12724, Title: Dark Hour Academy: Fertilization Arc
AID: 14469, Title: Dark Knight Ingrid: Re - Dark Knight who fell into a female pig slave
AID: 3130, Title: Dark Love
AID: 2403, Title: Dark Shell: Lust in the Cage
AID: 7594, Title: Dark Side Cat
AID: 2665, Title: Dark Tours
AID: 1591, Title: Dark Warrior
AID: 4906, Title: Darker Than Black
AID: 6644, Title: Darker Than Black: Gemini of the Meteor
AID: 961, Title: Darkside Blues
AID: 13259, Title: Darling in the Franxx
AID: 14476, Title: Darwin`s Game
AID: 8808, Title: Date a Live
AID: 9935, Title: Date a Live II
AID: 10568, Title: Date a Live II: Kurumi Star Festival
AID: 13533, Title: Date a Live III
AID: 15106, Title: Date a Live IV
AID: 9734, Title: Date a Live: Date to Date
AID: 9736, Title: Day Break Illusion
AID: 10590, Title: Dayan the Cat
AID: 11875, Title: Days
AID: 15033, Title: Days of Urashimasakatasen
AID: 1170, Title: Dead Leaves
AID: 17719, Title: Dead Mount Death Play
AID: 17915, Title: Dead Mount Death Play (2023)
AID: 15361, Title: Deadly Response
AID: 7902, Title: Deadman Wonderland
AID: 8307, Title: Deadman Wonderland: The Red Knife Wielder
AID: 16270, Title: Deaimon: Recipe for Happiness
AID: 1137, Title: Dear Brother
AID: 1726, Title: DearS
AID: 9253, Title: Death Billiards
AID: 12603, Title: Death March to the Parallel World Rhapsody
AID: 4563, Title: Death Note
AID: 8146, Title: Death Note: Re-Light - Visions of a God
AID: 8147, Title: Death Note: Re-Light 2 - L`s Successors
